date_collected,seed_phrase,query,raw_frequency,region,device,source,source_call,notes
2026-05-21,водовоз,водовозов,1066,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз,991,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,вода водовоз,163,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозов вода,163,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз юг,135,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз доставка,127,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозов доставка,127,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозов краснодар,124,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз доставка воды,124,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозов доставка воды,124,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз краснодар,122,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозы юга краснодар,80,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,алексей водовоз,64,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,алексей водовозов,64,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз сайт,62,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозов сайт,62,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз официальный,59,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовоз официальный сайт,58,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,водовозов официальный сайт,58,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,водовоз,красный водовоз,48,10995,all,wordstat_mcp,ws13,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода,1371,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,технический натрий вода,152,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода кальций,150,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода 1,102,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,вода техническая питьевая,78,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,технический карбид кальция с избытком воды,67,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода в 6,56,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,доставка технической воды,55,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническое задание вода,49,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода в 3,47,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода можно,43,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,температура технической воды,40,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,характеристика технической воды,39,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,пункты технической воды,31,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,техническая вода донецк,30,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,вода техническая гост,30,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,технические условия на воду,29,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,учет технической воды,28,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,очистка технических вод,27,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,техническая вода,доставка технической воды донецк,25,10995,all,wordstat_mcp,ws14,truncated_response_80_more_rows
2026-05-21,вода на стройку,вода на стройку,11,10995,all,wordstat_mcp,ws15,
2026-05-21,наполнение бассейна водой,наполнение бассейна водой,39,10995,all,wordstat_mcp,ws16,
2026-05-21,наполнение бассейна водой,первое наполнение бассейна водой,10,10995,all,wordstat_mcp,ws16,
2026-05-21,доставка воды новороссийск,доставка воды новороссийск,701,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,доставка воды новороссийск 19,184,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,новороссийск доставка воды на дом,64,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,доставка воды новороссийск 19 литров на дом,53,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,аквакуб новороссийск вода доставка,52,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,аква куб новороссийск вода доставка,36,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,вода 19 литров с доставкой новороссийск,32,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,доставка воды новороссийск цены,26,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,доставка воды новороссийск 19 литров цена,25,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,троицкая вода новороссийск доставка,23,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,амзай новороссийск вода доставка,20,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,доставка питьевой воды новороссийск,19,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,аква куб новороссийск вода доставка телефон,17,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,архыз доставка воды новороссийск,12,10995,all,wordstat_mcp,ws17,
2026-05-21,доставка воды новороссийск,доставка воды слон новороссийск,7,10995,all,wordstat_mcp,ws17,
2026-05-21,водовоз краснодар,водовозов краснодар,124,10995,all,wordstat_mcp,ws18,
2026-05-21,водовоз краснодар,водовоз краснодар,122,10995,all,wordstat_mcp,ws18,
2026-05-21,водовоз краснодар,водовозы юга краснодар,80,10995,all,wordstat_mcp,ws18,
2026-05-21,водовоз краснодар,водовоз юг краснодар официальный,48,10995,all,wordstat_mcp,ws18,
2026-05-21,водовоз краснодар,водовоз юг краснодар официальный сайт,48,10995,all,wordstat_mcp,ws18,
2026-05-21,водовоз краснодар,водовоз доставка воды краснодар,16,10995,all,wordstat_mcp,ws18,
2026-05-21,доставка технической воды,доставка технической воды,55,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды донецк,25,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды краснодон,5,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды геленджик,3,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,заказать техническую воду с доставкой,3,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды спб,2,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды кубами,2,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды пятигорск,1,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,доставка технической воды на дом,1,10995,all,wordstat_mcp,ws19,
2026-05-21,доставка технической воды,мариуполь доставка воды техническая,1,10995,all,wordstat_mcp,ws19,
2026-05-21,срочная доставка воды,доставка воды срочно,3,10995,all,wordstat_mcp,ws20,
2026-05-21,заполнение бассейна водовозом,заполнение бассейна водовозом,0,10995,all,wordstat_mcp,ws21,no_data_in_wordstat
2026-05-21,доставка воды водовозом новороссийск,доставка воды водовозом новороссийск,0,10995,all,wordstat_mcp,ws22,no_data_in_wordstat
2026-05-21,вода водовоз,вода водовоз,163,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовозов вода,163,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовоз доставка воды,124,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовозов доставка воды,124,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовоз питьевая вода,32,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,доставка питьевой воды водовозом,30,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовоз доставка воды краснодар,16,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,доставка питьевой воды водовозом в сочи,11,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовозов купить воду,10,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,купить водовоз воды,10,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовоз цена воды,8,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,вода веселый водовоз,7,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,доставка воды водовозом по раевской,6,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,привоз воды водовозом,4,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,веселый водовоз доставка воды,3,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,вода веселый водовоз отзывы,3,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,вода водовоз отзывы,3,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,водовозов заказать воду,3,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,заказать воду водовоз,3,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
2026-05-21,вода водовоз,доставка воды водовозом цена,3,10995,all,wordstat_mcp,ws23,truncated_response_37_more_rows
